question,answer,type,difficulty,link
Donner la valeur en euro du transfert d'Antony de l'Ajax Amsterdam vers Manchester united,95 millions,player-value,hard,
Donner la valeur en euro du transfert d'Ousmane Dembélé du Borussia Dortmund vers le FC Barcelone,135 millions,player-value,easy,
Donner la valeur en euro du transfert de Romelu Lukaku de l'Inter Milan vers Chelsea,113 millions,player-value,medium,
Donner la valeur en euro du transfert de Jack Grealish de Aston Villa vers Manchester City,"117,5 millions",player-value,medium,
Donner la valeur en euro du transfert d'Aurélien Tchouaméni vers l'AS Monaco au Réal Madid,80 millions,player-value,medium,
Donner la valeur en euro du transfert de Robert Lewandowski du Bayern Munich vers Barcelone,45 millions,player-value,medium,
Donner la valeur en euro du transfert de Jadon Sancho du Borussia Dortmund vers Manchester United,85 milliions,player-value,medium,
Donner la valeur en euro du transfert d'Harry Maguire de Leicester vers Manchester United,87 millions,player-value,medium,
Donner la valeur en euro du transfert de Darwin Núñez du Benfica vers Liverpool,85 millions,player-value,medium,
Donner la valeur en euro du transfert de Gareth Bale de Tottenham vers le Réal Madrid,101 millions,player-value,medium,
Donner la valeur en euro du transfert de Moisés Caicedo de Brighton vers Celsea,116 millions,player-value,medium,
Donner la valeur en euro du transfert de Ibrahima Konaté du RB Leipzig vers Liverpoool,40 millions,player-value,medium,
Donner la valeur en euro du transfert de Nicolas Pépé du LOSC vers Arsenal,80 millions,player-value,hard,
Donner la valeur en euro du transfert d'Antony de l'Ajax Amsterdam vers Manchester united,95 millions,player-value,hard,
Donner la valeur en euro du transfert de Declan Rice de West Ham vers Arsenal,"116,6 millions",player-value,hard,
Donner la valeur en euro du transfert de Enzo Fernádez de Benfica vers Chelsea,121 millions,player-value,hard,
Donner la valeur en euro du transfert de Vinicius Junior du Flamengo vers le Réal Madrid,45 millions,player-value,hard,
Donner la valeur en euro du transfert de Lucas Moura du FC São Paulo vers le psg,40 millions,player-value,hard,
Donner la valeur en euro du transfert de Malcolm du Zenit Saint-Pétersbourg vers Al-Hillal,60 millions,player-value,hard,
Donner la valeur en euro du transfert de Thiago Silva de l'AC Milan vers PSG,42 millions,player-value,hard,
Donner la valeur en euro du transfert de Thomas Lemar de l'AS Monaco vers Atlético Madrid,72 millions,player-value,hard,
Donner la valeur en euro du transfert de Zlatan Ibrahimovic de l'AC Milan vers le PSG,21 millions,player-value,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Serbie,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Danemark,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de l'Uruguay,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de la Côte d'Ivoire,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Nigéria,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Sénégal,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Canada,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale des États-unis,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale d'Angleterr,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Corée du nord,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale des Pays bas,,find-player,easy,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de la Hongrie,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale d'Ukraine,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Grèce,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Suède,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Japon,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de l'Inde,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Colombie,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Costa Rica,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Chili,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de l'Algérie,,find-player,medium,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de la Turquie,,find-player,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Chili,,find-player,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de l'Irlande,,find-player,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Norvège,,find-player,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale d'Autriche,,find-player,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Gabon,,find-player,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Ghana,,find-player,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale du Libéria,,find-player,hard,
Trouver un joueur ayant déjà jouer pour l'équipe nationale de Russie,,find-player,hard,
Tourver un joueur ayant déjà joueur pour l'équipe nationale du Mexique,,find-player,hard,
Comment s'appelle ce chant de supporter ?,You will never walk alone,song,easy,./src/src/song/younerverwalkalone.mp3
Comment s'appelle ce chant de supporter ?,Aux armes (Olymipique de Marseille),song,easy,./src/src/song/auxarmes.mp3
Comment s'appelle ce chant de supporter ?,Les corons (Stade de Lens),song,easy,./src/src/song/lescorons.mp3
Comment s'appelle ce chant de supporter ?,El cant del barca (FC Barcelone),song,medium,./src/src/song/barca.mp3
Comment s'appelle ce chant de supporter ?,Sara perche ti amo (AC Milan),song,easy,./src/src/song/saraperquetiamo.mp3
Comment s'appelle ce chant de supporter ?,Hala madrid y nadas mas (Réal Madrid),song,medium,./src/src/song/halamadrid.mp3
Comment s'appelle ce chant de supporter ?,Allez les verts (AS Saint Étienne),song,medium,./src/src/song/allerlesverts.mp3
Comment s'appelle ce chant de supporter ?,O ville lumière (Paris Saint Germain),song,medium,./src/src/song/villelumiere.mp3
Comment s'appelle ce chant de supporter ?,Ser Benfiquista (Benfiqua),song,hard,./src/src/song/serbenfiquista.mp3
Comment s'appelle ce chant de supporter ?,Forever blowing bubbles (West Ham),song,hard,./src/src/song/westham.mp3
Comment s'appelle ce chant de supporter ?,Glory Glory (Manchester United),song,hard,./src/src/song/gloryglory.mp3
"Donnner toutes les étapes du score de la finale de la coupe du monde 2018, France Croatie",1-0 / 1-1 / 2-1 / 3-1 / 4-1 / 4-2,score-evolution,medium,
"Donnner toutes les étapes du score de la finale de la coupe du monde 2022, France Argentine",0-1 / 0-2 / 1-2 / 2-2 / 2-3 / 3-3,score-evolution,medium,
"Donnner toutes les étapes du score du match aller-retour de demi finale de ligue des Champions 2022, Manchester City Réal Madrid",1-0 / 2-0 / 2-1 / 3-1 / 3-2 / 4-2 / 4-3 / 5-3 / 5-4 / 5-5 / 5-6 ,score-evolution,hard,
"Donnner toutes les étapes du score du match aller-retour de 8e de finale de ligue des Champions 2022, PSG Réal Madrid",1-0 / 2-0 / 2-1 / 2-2 / 2-3,score-evolution,medium,
"Donnner toutes les étapes du score des 8e de finale de la coupe du monde 2018, France Argentine",1-0 / 1-1 / 1-2 / 2-2 / 3-2 / 4-2 / 4-3,score-evolution,medium,
"Donnner toutes les étapes du score du match aller-retour de 8e de finale de ligue des Champions 2017, PSG FC Barcelone",1-0 / 2-0 / 3-0 / 4-0 / 4-1 / 4-2 / 4-3 / 5-3 / 5-4 / 5-5 / 5-6,score-evolution,hard,
"Donnner toutes les étapes du score de la finale de la coupe du monde 2010, Espagne Pays-Bas",1-0,score-evolution,easy,
"Donnner toutes les étapes du score de la finale de la coupe du monde 2014, Allemagne Argentine",1-0,score-evolution,easy,
"Donnner toutes les étapes du score du match de la finale de ligue des Champions 2014, Atlético Madrid Réal Madrid",1-0 / 1-1 / 1-2 / 1-3 / 1-4 ,score-evolution,easy,
"Donnner toutes les étapes du score du match aller-retour de demi finale de ligue des Champions 2019, Liverpool FC Barcelone",0-1 / 0-2 / 0-3 / 1-3 / 2-3 / 3-3 / 4-3,score-evolution,hard,
"Donnner toutes les étapes du score du match de quart de finale de ligue des Champions 2020, Bayern Munich FC Barcelone",1-0 / 1-1 / 2-1 / 3-1 / 4-1 / 4-2 / 5-2 / 6-2 / 7-2 / 8-2,score-evolution,hard,
"Donnner toutes les étapes du score du match de demi finale de ligue des Champions 2013, Bayern Munich FC Barcelone",1-0 / 2-0 / 3-0 / 4-0 / 5-0 / 6-0 / 7-0,score-evolution,medium,
"Donnner toutes les étapes du score du match de quart de finale de ligue des Champions 2020, Atalanta PSG",1-0 / 1-1 / 1-2,score-evolution,easy,
"Donnner toutes les étapes du score du match de quart de finale de ligue des Champions 2020, Lyon Manchester City",1-0 / 1-1 / 2-1 / 3-1,score-evolution,medium,
"Donnner toutes les étapes du score du match de demi finale de ligue des Champions 2018, Liverpool AS Roma",1-0 / 2-0 / 3-0 / 4-0 / 5-0 / 5-1 / 5-2 / 6-2 / 6-3 / 7-3 / 7-4 / 7-5 / 7-6,score-evolution,hard,
"Donnner toutes les étapes du score du match de la finale de ligue des Champions 2017, Juventus Réal Madrid",0-1 / 1-1 / 1-2 / 1-3 / 1-4,score-evolution,medium,
"Donnner toutes les étapes du score du match aller-retour de quart de finale de ligue des Champions 2012, Marseille Bayern Munich",0-1 / 0-2 / 0-3 / 0-4,score-evolution,easy,
"Donnner toutes les étapes du score du match de demi finale de coupe du Monde 2022 , Argentine Croatie",1-0 / 2-0 / 3-0,score-evolution,easy,
"Donnner toutes les étapes du score du match de 8e de finale d'Euro 2021 , France Suisse",0-1 / 1-1 / 2-1 / 3-1 / 3-2 / 3-3,score-evolution,medium,
"Donnner toutes les étapes du score du match de demi finale d'Euro 2016 , Pays de Galle Portugal",0-1 / 0-2 ,score-evolution,easy,
"Donnner tous les buteurs de la finale de la coupe du monde 2018, France Croatie",M. Mandzukic (csc) - A. Griezmann - P. Pogba - K. Mbappé - I. Perisic - M. Mandzukic,scorer,medium,
"Donnner tous les buteurs de la finale de la coupe du monde 2022, France Argentine",A. Di Maria - L. Messi - K. Mbappé,scorer,easy,
"Donnner tous les buteurs du match aller-retour de demi finale de ligue des Champions 2022, Manchester City Réal Madrid",K. De Bruyne - G. Jesus - P. Foden - B. Silva -K. Benzema- Vinicius Junior - Rodrygo - R. Mahrez,scorer,medium,
"Donnner tous les buteurs du match aller-retour de 8e de finale de ligue des Champions 2022, PSG Réal Madrid",K. Mbappé - K. Benzema,scorer,easy,
"Donnner tous les buteurs des 8e de finale de la coupe du monde 2018, France Argentine",A. Griezmann - B. Pavard - K. Mbappé - A. Di Maria - G. Mercado - S. Agüero,scorer,medium,
"Donnner tous les buteurs du match aller-retour de 8e de finale de ligue des Champions 2017, PSG FC Barcelone",L. Suarez - L. Kurzawa (csc) - L. Messi- Neymar - S. Roberto - E. Cavani - A. Di Maria - J. Draxler ,scorer,hard,
"Donnner tous les buteurs de la finale de la coupe du monde 2010, Espagne Pays-Bas",A. Iniesta,scorer,easy,
"Donnner tous les buteurs de la finale de la coupe du monde 2014, Allemagne Argentine",M. Götze,scorer,easy,
"Donnner tous les buteurs du match de la finale de ligue des Champions 2014, Atlético Madrid Réal Madrid",S. Ramos - G. Bale - Marcelo - C. Ronaldo - D. Godin,scorer,medium,
"Donnner tous les buteurs du match aller-retour de demi finale de ligue des Champions 2019, Liverpool FC Barcelone",L. Suarez - L. Messi - G. Wijnaldum - D. Origi,scorer,hard,
"Donnner tous les buteurs du match de quart de finale de ligue des Champions 2020, Bayern Munich FC Barcelone",D. Alaba (csc) - L. Suarez - T. Müller - I. Perisic - S. Gnabry - T. Müller - J. Kimmich - R. Lewandowski - P. Coutinho,scorer,hard,
"Donnner tous les buteurs du match de demi finale de ligue des Champions 2013, Bayern Munich FC Barcelone",M. Gomez - T. Müller - A. Robben - G. Piqué (csc),scorer,hard,
"Donnner tous les buteurs du match de quart de finale de ligue des Champions 2020, Atalanta PSG",M. Pasalic - Marquinhos - E. Choupo-Motting,scorer,medium,
"Donnner tous les buteurs du match de quart de finale de ligue des Champions 2020, Lyon Manchester City",S. Gnabry - R. Lewandowski,scorer,medium,
"Donnner tous les buteurs du match de demi finale de ligue des Champions 2018, Liverpool AS Roma",M. Salah - S. Mané -  R. Firmino - E. Dzeko - D. Perotti - J. Milner (csc) - R. Nainggolan - G. Wijnaldum,scorer,hard,
"Donnner tous les buteurs du match de la finale de ligue des Champions 2017, Juventus Réal Madrid",M. Mandzukic - C. Ronaldo - C. Casemiro - M. Asensio -,scorer,medium,
"Donnner tous les buteurs du match aller-retour de quart de finale de ligue des Champions 2012, Marseille Bayern Munich",M. Gomez - A. Robben - I. Olic,scorer,hard,
"Donnner tous les buteurs du match de demi finale de coupe du Monde 2022 , Argentine Croatie",L. Messi - J. Alvarez,scorer,easy,
"Donnner tous les buteurs du match de 8e de finale d'Euro 2021 , France Suisse",K. Benzema - P. Pogba -H. Seferovic - M. Gavranovic,scorer,hard,
"Donnner tous les buteurs du match de demi finale d'Euro 2016 , Pays de Galle Portugal",C. Ronaldo - Nani,scorer,easy,
Quel est ce championnat ?,Ligue 1 (France),recognize-championship,easy,/src/src/image/championship/ligue-1.png
Quel est ce championnat ? ,Ligue 2 (France),recognize-championship,easy,/src/src/image/championship/ligue-2.png
Quel est ce championnat ?,Liga (Espagne),recognize-championship,easy,/src/src/image/championship/laliga.png
Quel est ce championnat ?,Premier League (Angleterre),recognize-championship,easy,/src/src/image/championship/premier-league.png
Quel est ce championnat ?,Serie A (Italie),recognize-championship,easy,/src/src/image/championship/serie-a.png
Quel est ce championnat ?,Bundesliga (Allemagne),recognize-championship,easy,/src/src/image/championship/bundesliga.png
Quel est ce championnat ?,Primeira Liga (Portugal),recognize-championship,easy,/src/src/image/championship/primeira-liga.png
Quel est ce championnat ?,Jupiler Pro League (Belgique),recognize-championship,medium,/src/src/image/championship/challenger-pro-league.png
Quel est ce championnat ?,Eredivisie (Pays-bas),recognize-championship,medium,/src/src/image/championship/eredivisie.png
Quel est ce championnat ?,Super Lig (Turquie),recognize-championship,medium,/src/src/image/championship/super-lig.png
Quel est ce championnat ?,MLS (États-Unis et Canada),recognize-championship,medium,/src/src/image/championship/mls.png
Quel est ce championnat ?,Championship (Angleterre),recognize-championship,medium,/src/src/image/championship/championship.png
Quel est ce championnat ?,Super League (Suisse),recognize-championship,medium,/src/src/image/championship/super-league-suisse.png
Quel est ce championnat ?,2. Bundesliga (Allemagne),recognize-championship,medium,/src/src/image/championship/2-bundesliga.png
Quel est ce championnat ?,Brasileiro (Brésil),recognize-championship,medium,/src/src/image/championship/brasileiro.png
Quel est ce championnat ?,Premiership (Écosse),recognize-championship,medium,/src/src/image/championship/premiership.png
Quel est ce championnat ?,Super League (Grèce),recognize-championship,medium,/src/src/image/championship/super-league-grece.png
Quel est ce championnat ?,Super League (Chine),recognize-championship,hard,/src/src/image/championship/super-league-chine.png
Quel est ce championnat ?,Saudi Professional League (Arabie Saoudite),recognize-championship,hard,/src/src/image/championship/saudi-professional-league.png
Quel est ce championnat ?,Parva Liga (Bulgarie),recognize-championship,hard,/src/src/image/championship/parva-liga.png
Quel est ce championnat ?,Premier League (Russie),recognize-championship,hard,/src/src/image/championship/premier-league-russie.png
Quel est ce championnat ?,Primera Divisió (Andorre),recognize-championship,hard,/src/src/image/championship/primera-divisio.png
Quel est ce championnat ?,Bundesliga (Autriche),recognize-championship,hard,/src/src/image/championship/bundeslga-autriche.png
Quel est ce championnat ? ,J1 League (Japon),recognize-championship,hard,/src/src/image/championship/j1-league.png
Quel est ce championnat ?,Liga MX (Mexique),recognize-championship,hard,/src/src/image/championship/liga-mx.png
Quel est ce championnat ?,Prva liga (Slovénie),recognize-championship,hard,/src/src/image/championship/prva-liga.png
Quel est ce championnat ?,Botola Pro 1 (Maroc),recognize-championship,hard,/src/src/image/championship/botola-pro-1.png
C'est le maillot de quelle équipe ?,Équipe de France,recognize-jersey,easy,/src/src/image/jersey/france.png
C'est le maillot de quelle équipe ?,Brésil,recognize-jersey,easy,/src/src/image/jersey/bresil.png
C'est le maillot de quelle équipe ?,Real Madrid,recognize-jersey,easy,/src/src/image/jersey/real-madrid.png
C'est le maillot de quelle équipe ?,Barcelone,recognize-jersey,easy,/src/src/image/jersey/barcelone.png
C'est le maillot de quelle équipe ?,Paris Saint Germains,recognize-jersey,easy,/src/src/image/jersey/psg.png
C'est le maillot de quelle équipe ?,Manchester United,recognize-jersey,easy,/src/src/image/jersey/manchester-united.png
C'est le maillot de quelle équipe ?,Manchester City,recognize-jersey,easy,/src/src/image/jersey/manchester-city.png
C'est le maillot de quelle équipe ?,Juventus,recognize-jersey,easy,/src/src/image/jersey/juventus.png
C'est le maillot de quelle équipe ?,AC Milan,recognize-jersey,easy,/src/src/image/jersey/ac-milan.png
C'est le maillot de quelle équipe ?,Espagne,recognize-jersey,easy,/src/src/image/jersey/espagne.png
C'est le maillot de quelle équipe ?,Italie,recognize-jersey,easy,/src/src/image/jersey/italie.png
C'est le maillot de quelle équipe ?,Portugal,recognize-jersey,easy,/src/src/image/jersey/portugal.png
C'est le maillot de quelle équipe ?,Chelsea,recognize-jersey,easy,/src/src/image/jersey/cheslea.png
C'est le maillot de quelle équipe ?,Bayern Munich,recognize-jersey,easy,/src/src/image/jersey/bayern-munich.png
C'est le maillot de quelle équipe ?,Marseille,recognize-jersey,easy,/src/src/image/jersey/marseille.png
C'est le maillot de quelle équipe ?,Inter Milan,recognize-jersey,easy,/src/src/image/jersey/inter-milan.png
C'est le maillot de quelle équipe ?,Porto,recognize-jersey,medium,/src/src/image/jersey/porto.png
C'est le maillot de quelle équipe ?,Atletico Madrid,recognize-jersey,medium,/src/src/image/jersey/atletico-madrid.png
C'est le maillot de quelle équipe ?,Lens,recognize-jersey,medium,/src/src/image/jersey/lens.png
C'est le maillot de quelle équipe ?,Rennes,recognize-jersey,medium,/src/src/image/jersey/rennes.png
C'est le maillot de quelle équipe ?,Seville,recognize-jersey,medium,/src/src/image/jersey/seville.png
C'est le maillot de quelle équipe ?,Monaco,recognize-jersey,medium,/src/src/image/jersey/monaco.png
C'est le maillot de quelle équipe ?,Sassuolo,recognize-jersey,medium,/src/src/image/jersey/sassuolo.png
C'est le maillot de quelle équipe ?,Fiorentina,recognize-jersey,medium,/src/src/image/jersey/fiorentina.png
C'est le maillot de quelle équipe ?,Belgique,recognize-jersey,medium,/src/src/image/jersey/belgique.png
C'est le maillot de quelle équipe ?,Allemagne,recognize-jersey,medium,/src/src/image/jersey/allemagne.png
C'est le maillot de quelle équipe ?,Angleterre,recognize-jersey,medium,/src/src/image/jersey/angleterre.png
C'est le maillot de quelle équipe ?,Lille,recognize-jersey,medium,/src/src/image/jersey/lille.png
C'est le maillot de quelle équipe ?,Real Sociedad,recognize-jersey,medium,/src/src/image/jersey/real-sociedad.png
C'est le maillot de quelle équipe ?,Newcastle,recognize-jersey,medium,/src/src/image/jersey/newcastle.png
C'est le maillot de quelle équipe ?,RB Leipzig,recognize-jersey,medium,/src/src/image/jersey/rb-leipzig.png
C'est le maillot de quelle équipe ?,Brentford,recognize-jersey,hard,/src/src/image/jersey/brentford.png
C'est le maillot de quelle équipe ?,Mexique,recognize-jersey,hard,/src/src/image/jersey/mexique.png
C'est le maillot de quelle équipe ?,Bournemouth,recognize-jersey,hard,/src/src/image/jersey/bournemouth.png
C'est le maillot de quelle équipe ?,Burnley,recognize-jersey,hard,/src/src/image/jersey/burnley.png
C'est le maillot de quelle équipe ?,Auxerrre,recognize-jersey,hard,/src/src/image/jersey/auxerre.png
C'est le maillot de quelle équipe ?,Lorient,recognize-jersey,hard,/src/src/image/jersey/lorient.png
C'est le maillot de quelle équipe ?,Reims,recognize-jersey,hard,/src/src/image/jersey/reims.png
C'est le maillot de quelle équipe ?,Wolfsburg,recognize-jersey,hard,/src/src/image/jersey/wolfsburg.png
C'est le maillot de quelle équipe ?,Hoffenheim,recognize-jersey,hard,/src/src/image/jersey/hoffenheim.png
C'est le maillot de quelle équipe ?,Fribourg,recognize-jersey,hard,/src/src/image/jersey/fribourg.png
C'est le maillot de quelle équipe ?,Alavès,recognize-jersey,hard,/src/src/image/jersey/alaves.png
C'est le maillot de quelle équipe ?,Cadiz,recognize-jersey,hard,/src/src/image/jersey/cadiz.png
C'est le maillot de quelle équipe ?,Girona,recognize-jersey,hard,/src/src/image/jersey/girona.png
C'est le maillot de quelle équipe ?,Lecce,recognize-jersey,hard,/src/src/image/jersey/lecce.png
C'est le maillot de quelle équipe ?,Torino,recognize-jersey,hard,/src/src/image/jersey/torino.png
Quel est ce moment ? ,La remontada Barça-PSG,recognize-moment,easy,/src/src/image/moment/remontada.webp
Quel est ce moment ? ,Le coup de tête de ZIdane,recognize-moment,easy,/src/src/image/moment/zidane.jpeg
Quel est ce moment ? ,Égalisation en final de Mbappe en final France - Argentine,recognize-moment,easy,/src/src/image/moment/egalisation-france-argentine.jpeg
Quel est ce moment ? ,La victoire de la France à la Coupe du Monde 2018,recognize-moment,easy,/src/src/image/moment/coupe-du-monde-2018.webp
Quel est ce moment ? ,Le transfert record de Neymar au Paris Saint-Germain en 2017,recognize-moment,easy,/src/src/image/moment/transfert-neymar.joeg
Quel est ce moment ? ,La retourné de Zlatan avec la Suède,recognize-moment,easy,/src/src/image/moment/zlatan.jpeg
Quel est ce moment ? ,La main de dieu de Maradona,recognize-moment,easy,/src/src/image/moment/maradona-la-main-de-dieu.jpeg
Quel est ce moment ? ,Le sacre du Portugal à l'Euro 2016,recognize-moment,easy,/src/src/image/moment/portugal-euro-2016.jpeg
Quel est ce moment ? ,Le transfert de Kylian Mbappé au Paris Saint-Germain en 2017,recognize-moment,easy,/src/src/image/moment/transfert-mbappe.jpeg
Quel est ce moment ? ,La main de Thierry Henry,recognize-moment,easy,/src/src/image/moment/thierry-henry.webp
Quel est ce moment ? ,La main de Suarez face au Ghana,recognize-moment,medium,/src/src/image/moment/main-suarez.png
Quel est ce moment ? ,Luis Suárez mord Giorgio Chiellini,recognize-moment,medium,/src/src/image/moment/morsure-suarez.jpeg
Quel est ce moment ? ,La tête de Van Persie,recognize-moment,medium,/src/src/image/moment/vanpersie.webp
Quel est ce moment ? ,Lionel Messi quitte le Barça,recognize-moment,medium,/src/src/image/moment/messi-transfert.jpeg
Quel est ce moment ? ,La Premier League de Leicester,recognize-moment,medium,/src/src/image/moment/pl-leicester.jpeg
Quel est ce moment ? ,Le sacre de Liverpool en Ligue des champions 2018-2019,recognize-moment,medium,/src/src/image/moment/ldc-liverpool.jpeg
Quel est ce moment ? ,La Ligue des Champions de l'OM,recognize-moment,medium,/src/src/image/moment/om-ldc.jpeg
Quel est ce moment ? ,Le transfert de Cristiano Ronaldo de Real Madrid à la Juventus en 2018,recognize-moment,medium,/src/src/image/moment/transfer-ronaldo.webp
Quel est ce moment ? ,Le transfert de Cristiano Ronaldo du Sporting Portugal à Manchester United en 2003,recognize-moment,medium,/src/src/image/moment/transfert-ronaldo-manchester.jpeg
Quel est ce moment ? ,Le sacre de l'Espagne à l'Euro 2012,recognize-moment,medium,/src/src/image/moment/euro-2012-espagne.webp
Quel est ce moment ? ,Le départ de Sir Alex Ferguson de Manchester United en 2013,recognize-moment,hard,/src/src/image/moment/depart-manchester.jpeg
Quel est ce moment ? ,Le coup de Kung-Fu d'Eric Cantona,recognize-moment,hard,/src/src/image/moment/cantona.webp
Quel est ce moment ? ,La victoire de la Grèce à l'Euro 2004,recognize-moment,hard,/src/src/image/moment/euro-2014-grece.avif
Quel est ce moment ? ,L’OM humilié par les amateurs de Canet-en-Roussillon,recognize-moment,hard,/src/src/image/moment/canet-om.webp
Quel est ce moment ? ,Le premier match de Messi au Barça,recognize-moment,hard,/src/src/image/moment/premier-match-messi.webp
Quel est ce moment ? ,La victoire de l'Algérie à la Coupe d'Afrique des nations 2019,recognize-moment,hard,/src/src/image/moment/can-algerie.jpeg
Quel est ce moment ? ,2022 : Le premier Ballon d'Or féminin,recognize-moment,hard,/src/src/image/moment/bo-feminin.avif
Quel est ce moment ? ,"Le ""7-1"" historique entre l'Allemagne et le Brésil en demi-finale de la Coupe du Monde ",recognize-moment,hard,/src/src/image/moment/allemagne-bresil.jpeg
Quel est ce moment ? ,Le but d'Eder en final de l'Euro 2016,recognize-moment,hard,/src/src/image/moment/eder-euro.jpeg
Quel est ce moment ? ,Le penalty manqué par Baggio (1994),recognize-moment,hard,/src/src/image/moment/baggio.avif
Quel est ce tifo ?,Manchester City,recognize-tifo,easy,/src/src/image/tifo/manchester-city.jpeg
Quel est ce tifo ?,L'Olympique de Marseille,recognize-tifo,easy,/src/src/image/tifo/marseille.jpeg
Quel est ce tifo ?,L'Olympique Lyonnais,recognize-tifo,easy,/src/src/image/tifo/lyon.jpeg
Quel est ce tifo ?,Paris Saint Germains,recognize-tifo,easy,/src/src/image/tifo/paris-saint-germains.jpeg
Quel est ce tifo ?,Inter Milan,recognize-tifo,easy,/src/src/image/tifo/inter-milan.jpeg
Quel est ce tifo ?,Chelsea,recognize-tifo,easy,/src/src/image/tifo/chelsea.webp
Quel est ce tifo ?,Galatasaray,recognize-tifo,easy,/src/src/image/tifo/galatasaray.jpg_large
Quel est ce tifo ?,Real Madrid,recognize-tifo,easy,/src/src/image/tifo/real-madrid.webp
Quel est ce tifo ?,Atalanta ,recognize-tifo,easy,/src/src/image/tifo/atalanta.jpeg
Quel est ce tifo ?,Barcelone,recognize-tifo,easy,/src/src/image/tifo/barcelone.jpeg
Quel est ce tifo ?,Young Boys,recognize-tifo,medium,/src/src/image/tifo/young-boys.jpeg
Quel est ce tifo ?,Newcastle,recognize-tifo,medium,/src/src/image/tifo/newcastle.jpeg
Quel est ce tifo ?,Anderlecht,recognize-tifo,medium,/src/src/image/tifo/anderlecht.webp
Quel est ce tifo ?,Rennes,recognize-tifo,medium,/src/src/image/tifo/rennes.avif
Quel est ce tifo ?,Borussia Dortmund,recognize-tifo,medium,/src/src/image/tifo/dortmund.jpeg
Quel est ce tifo ?,Real Betis,recognize-tifo,medium,/src/src/image/tifo/real-betis.jpeg
Quel est ce tifo ?,Palmeiras,recognize-tifo,medium,/src/src/image/tifo/palmeiras.jpeg
Quel est ce tifo ?,AC Milan,recognize-tifo,medium,/src/src/image/tifo/ac-milan.jpeg
Quel est ce tifo ?,Manchester United,recognize-tifo,medium,/src/src/image/tifo/manchester-united.webp
Quel est ce tifo ?,Glasgow Rangers,recognize-tifo,medium,/src/src/image/tifo/glasgow-rangers.jpeg
Quel est ce tifo ?,Olympiakos,recognize-tifo,hard,/src/src/image/tifo/olympiacos.jpeg
Quel est ce tifo ?,Atletico Madrid,recognize-tifo,hard,/src/src/image/tifo/atletico-madrid.jpeg
Quel est ce tifo ?,Bursaspor,recognize-tifo,hard,/src/src/image/tifo/bursaspor.jpeg
Quel est ce tifo ?,Twente,recognize-tifo,hard,/src/src/image/tifo/twente.jpeg
Quel est ce tifo ?,Lens,recognize-tifo,hard,/src/src/image/tifo/lens.jpeg
Quel est ce tifo ?,FC Bale,recognize-tifo,hard,/src/src/image/tifo/fc-bale.jpeg
Quel est ce tifo ?,Union Berlin,recognize-tifo,hard,/src/src/image/tifo/union-berlin.jpeg
Quel est ce tifo ?,Nottingham Forest,recognize-tifo,hard,/src/src/image/tifo/nottingham-forest.jpeg
Quel est ce tifo ?,Standard de Liège,recognize-tifo,hard,/src/src/image/tifo/standard-de-liege.jpeg
Quel est ce tifo ?,LA Galaxy,recognize-tifo,hard,/src/src/image/tifo/la-galaxy.jpg_large
Écrit parfaitement le nom de ce joueur,Xherdan Shaqiri,spelling,easy,/src/src/image/spelling/xherdan-shaqiri.png
Écrit parfaitement le nom de ce joueur,Thomas Delaney,spelling,easy,/src/src/image/spelling/thomas-delaney.png
